ID,text,labels,am
10389,Oklahoma's new Open Carry Law goes into effect today. Check James Keeton's article about the law in our latest issue. http://t.co/5qSAn4XO,neutral,የኦክላሆማ አዲስ ክፍት የመያዣ ሕግ ዛሬ ተግባራዊ ይሆናል.የቅርብ ጊዜ እትም ውስጥ ስለ ህጉ የቀበሩን የቀን ጽሑፍ ይመልከቱ.http://t.co/5Qsan4xo
10390,@Skinny_Minix3 retard you don't take Hspa until march cause you're a jr,negative,@ Cufyny_inix3 RESPART ESPA ን እስኪያገኙ ድረስ els አይወስዱም
10391,"Emma Stone in Miu Miu dress at Paris Fashion Week show, matching umbrella and lippie we applaud you! http://t.co/lZdU5SF1 via @instyle_uk",positive,"በፓሪስ የፋሽን ሳምንት ውስጥ በሚሚሪ Miu ልብ ወለድ ውስጥ የኤማ ድንጋይ, የሚዛመድ ጃንጥላ እና ከሊፒያ እና ከሊፒያ ጋር እኛ እንጨነቃለን!http://t.co/lzdd5SF1 በ @instoylelo_uk በኩል"
10392,My boy Dennis Kucinich at it again. Screw Ohio for redistricting the state and voting him out come November. http://t.co/HIdeMdIk,negative,ልጄ ዴኒስ ኪውኒክ እንደገና.መንግሥቱን መልሶ ለማካሄድ እና ለመልቀቅ ወደ ጊምበር ለመምጣት ኦሃዮ ይጮኻሉ.http://t.co/hidddik
10393,What's the occasion?RT @Mabine_Seabe: Cadres in Cosatu t-shirts are congregating in a park next to Hume Road (just off Jan Smuts).,neutral,ዝግጅቱ ምንድነው? RR @mabine_abe: ከኮስቱ ቲ-ሸሚዞች አጠገብ ከሚገኙ ፓርክ (አጥንቶች አጥንቶች አጥፋ).
10394,Who's coming to the Beatport festival July 20th to dance there asses off! [Shannon Leto On Twitter],positive,ወደ ቢትፖርት ፌስቲቫል የሚመጣው ሐምሌ 20 ቀን ወደዚያ መዘግየት![Shonnon lotto ላይ በትዊተር ላይ]
10395,Bridging the Gap  breakfast sat morning NTH highld fellowship hall. Looing for all Black leadership . One front.9 am I.M.A.L.C.,neutral,ክፍተቱን ቁርስ ቁርስ ቁርስ ጠዋት SAT SAT SAT SATE SATE SATHER የሰሜን አቶ ሰሜን አቶ ሰሜን አሪዝ ህብረት አዳራሽ.ሁሉንም ጥቁር አመራር መፈለግ.አንድ የፊት ለፊት .9 am.m.a.a.a.
10396,"@LTA93 yeah man it was nice, went to myrtle beach for the weekend. I get back on December 7th. Everything good with you?",positive,"@ LTA93 አዎ አዎ ጥሩ ነበር, ቅዳሜና እሁድ ወደ ሚስተርሌ ቢች ሄደ.ወደ ታህሳስ 7 ቀን ተመል back እመለሳለሁ.ሁሉም ነገር ከእርስዎ ጋር ጥሩ?"
10397,"Huh, Kofi Annan tomorrow. Look at you, @maddow. Get it, get it. :-)",positive,"ዎ, ካፍ አኒያን ነገ.ተመልከቱ, @maddaw.ያግኙት, ያግኙት.:-)"
10398,Guest teaching  Super Saturday with Kris Gordon rocked! (@ Wisconsin Athletic Club) http://t.co/arMQOvHe,positive,የእንግዳ ማስተማር ከካሪስ ጎርደን ጋር ተጎድቶ ነበር!(@ Winconsin የአትሌቲክስ ክሊቲክ) http://t.co/armqovhe
10399,Whoa. Is Taylor Kitsch seriously going to be at the charity game tomorrow?,neutral,ማን.Taylor Kitsch ነገ በበጎ አድራጎት ጨዋታ ውስጥ እየተካሄደ ነው?
10400,Can't wait to take my girl to Nottingham on the 8th of March for her birthday. Hilton Hotel here we come !,positive,ልደሪዋ 8 ኛ ላይ ሴት ልጅዋን ወደ ማልኪንግ እንድትወስድ መጠበቅ አልችልም.ሂልተን ሆቴል እዚህ መጥተናል!
10401,@lauinla Will I see you at Paley tomorrow?,neutral,@uluinla ነገ ፓሊ ውስጥ አየሻለሁ?
10402,"New song by 50 Cent performing ""Riot"" Remix with 2 Chainz 2nd song off of 50 Cent's upcoming Gangsta Grillz... http://t.co/AkBIPhZj",neutral,"አዲስ ዘፈን በ 50 ከመቶ ""ብጥብጥ"" ሪክስን ከ 50 ሴንቲ ሜትር መጪው ዘፈን ከ 50 ሴንቲ ሜትር መጪው ዘፈን ጋር ... http://t.co/akbipzj"
10403,"Passionate about CNIS' work, be a rep at Ten Thousand Villages in your hometown on Mar 8 - Saint John 116 Princess Street",positive,"ስለ CNIS ሥራ ስሜት ቀስቃሽ, በትውልድ ከተማዎ ውስጥ በአስር ሺህ መንደሮችዎ ላይ በአስር ሺህ መንደሮች ውስጥ ይምጡ - ከ SHATH John 116 የልዕልት ጎዳና"
10404,Apple Releases 13-inch MacBook Pro with Retina Display - Black Friday Magazine http://t.co/G9IrAaeU,neutral,አፕል ባለ 13-ኢንች ማክቤክ Pro ሪኒና ማሳያ - ጥቁር አርብ መጽሔት Pllt.co/g9irau
10405,"September 30 (DAY): Mostly sunny early, turning mostly cloudy with 30% chance t'stms after 1 pm. 50% after 5 pm, some strong. Highs 85-88.",neutral,"መስከረም 30 (ቀን): - በአብዛኛው የፀሐይ ፀሀያማዊ ፀሀይ መጀመሪያ, ከ 1 ሰዓት በኋላ ከ 30% በኋላ በብዛት ደመናለች.ከ 5 ሰዓት በኋላ 50%, አንዳንድ ጠንካራ.ከፍ ያለ 85-88"
10406,"@Michaela13181 I shall be there Saturday, be prepared for me to give lap dances. I will expect a chair in the middle of the living room..",positive,"@ ሚካኤልኤል131181 ቅዳሜ እኖራለሁ, ለግድግዳ ዳንስ ለመስጠት ለእኔ ዝግጁ ነኝ.በቤቴው ክፍል መካከል ወንበር እጠብቃለሁ .."
10407,"Video shoot weekend of the 17th in Fresno. Courtesy1 ""Goodfellaz Oath"" featuring Tammany1 &amp; Jrocc",neutral,"በ Fresno ውስጥ የ 17 ኛው ቅዳሜና እሁድ ቅዳሜና እሁድ እረፍት ላይ ይመልከቱ.""ጥሩ"" ጥሩ lodfellaz ""ታምማን 1 እና አዶን ያሳያል.ጁ.ሲ.ሲ."
10408,John Henson may have left UNC but he hasn't stopped posterizing dookies http://t.co/f8JmKWA3,neutral,ጆን ሄንሰን የሌሉ ግንባታዎች ሊተው ይችል ይሆናል.
10409,Guys... I'm seriously... #Stonehill right now... unranked and beating #3 #NewHaven in the 4th quarter... CBS College Sports...,neutral,ወንዶች ... በጣም በቁም ነገር ... #SSronrillill አሁን ... አሁን አልተደናገጡም ...
10410,"LG may update the Optimus 2X to ICS after all, releases source code: The saga of the elusive ICS u... http://t.co/iwtwonFm &lt;--Full Story",neutral,"ከ LG በኋላ ምርጡን 2x ን ያዘምኑ, የመነሻ ኮድ ይለቀቃል"
10411,I thought International Women's Day was on the 8th of March and the 9th of August is South Africa National... http://t.co/DkhPo6G4,neutral,አለም አቀፍ የሴቶች ቀን በመጋቢት 8 ቀን እና ነሐሴ 9 ቀን ውስጥ ነበር ብዬ አሰብኩ እና ነሐሴ 9 ኛ ደቡብ አፍሪካ ብሔራዊ ነው.
10412,"Apples will outlive us: http://t.co/kPSSIdZX  Keeping history alive at #Sewanee with sun, water, and new seeds.",positive,"ፖም በወደቁናል: - http://t.co/kpsidz ታሪክን ከፀሐይ, በውሃ እና ከአዳዲስ ዘሮች ጋር በ #sewavene ላይ መታየት."
10413,"Jeff Foxworthy leads a Bible study with homeless guys on Tuesday mornings, and has for years.  How cool is that? http://t.co/DcoVT0M8",positive,ጁፍ ፎክስወገር ማክሰኞ ጠዋት እና ለዓመታት ቤት ከሌላቸው ሰዎች ጋር የመጽሐፍ ቅዱስ ጥናት ይመራል.ምን ያህል ጥሩ ነው?http://t.co/dcovt0M8
10414,"Gonna be interesting, may go to Memphis next Sunday for the Heat game, then Charleston Thursday for college basketball. #SoItBegins",positive,"እህስ አስደሳች ይሆናል, በቀጣዩ እሁድ ለሙቀት ጨዋታ ወደ ሜምፊስ ሊሄድ ይችላል, ከዚያም ለቢሮስተን ሐሙስ ለኮሌጅ ቅርጫት ኳስ.#Syitbersgins"
10415,Wow what a game the dodgers win in the bottom of the 10th by a walk off HR by Jack Kemp.,positive,ዋው አንድ ጨዋታ ከ 10 ኛው ቀን ጀምሮ በጃክ ካም he ች ላይ በእግር መጓዝ ከ 10 ኛው በታችኛው ክፍል ውስጥ ያሸነፉ ናቸው.
10416,"I'm going to visit PASRB, SEB, SPR and SMB's holes tomorrow for the #SpookyMiniPutt!! Hoping for some hole-in-ones!!! #GCWCC2012",positive,"እኔ ፓስብ, ሴብ, SPR እና SMB ን ለ #spookymymintttt ነገ ቀዳዳዎች እጎበኘዋለሁ !!አንዳንድ ቀዳዳዎችን ለማግኘት ተስፋ ያድርጉ !!!# Gcwccc2012"
10417,"Just found out my bro @RMueksch is going to be on ESPN2 Sat night for the Neb game!! Sad I can't see it, so you should watch it:) #bigdebute",positive,"On bro @ @ @ Expruech በ <enb> ንጣፍ ላይ ት st ርባን ላይ ነው !!አላየውም, ስለዚህ እሱን ማየት አለብዎት :) #bigeDedbute"
10418,@thewantedmusic if you follow @MrsPippaSykesX ill make you my famous Oreo brownie on Sunday!!! :D deal?? xxxx http://t.co/5dTQlZXx,positive,@Thernedmisic @mspspiasex በሽታ ከተከተለዎት @mspspiopessex እሁድ እለት ቤቴ ቡናማዬን ያደርጉዎታል !!!: D ቅናሽ ??XXXX http://x.co/5ddtqlxxx
10419,"Want to see ""Wild Thing"" on Friday against the Chicago Bulls?!?!? Comment and Like to win a pair of tickets! http://t.co/0Ml6PK74",positive,"ቺክ ኮርብ ላይ ""የዱር ነገር"" ማየት ይፈልጋሉ?!???አስተያየት ይስጡ እና ጥንድ ትኬቶችን ማሸነፍ ይወዳሉ!http://t.co/0ml6PK74"
10420,Goodnight y'all ;)) iPad3 see you tomorrow :)),positive,"መልካም ምሽት አዎ,) ipad3 ነገ እንገናኝ :)"
10421,"Expecting to see KONY stickers all over the school again tomorrow, they're back and i have to go to the assembly with my global class",positive,"ነገ ትምህርቱን እንደገና በትምህርት ቤቱ ውስጥ የተለዩ ተለጣፊዎችን ለማየት እየጠበቁኝ, ተመልሰው ወደ ዓለም አቀፉ ዓለም ውስጥ ወደ ጉባኤ መሄድ አለብኝ"
10422,Going to the Fair for a Little bit with the familia ;* But somebody seriously needs to come to the fair w. Me tomorrow ..,neutral,ወደ ፍትሃዊነት ወደ ፍትሃዊነት መሄድ; * ግን አንድ ሰው በከባድ ሁኔታ ወደ ፍጻሜው ሊመጣ ይፈልጋል.ነገ ..
10423,"Wonder how long it will take to find out who won the 5th seat in Brindabella, and who the Chief Minister will be? #actvotes",neutral,በብሩዌርቤላ 5 ኛ ወንበዴን ማን ያሸነፈውንና ዋና ሚኒስትሩ ማን እንደሚሆን ለማወቅ ምን ያህል ጊዜ ይወስዳል?#ESToves
10424,"If it seems to smb that I say about one band more pleasant things than about another so it means that I love 1st more than 2nd,you're wrong.",positive,"ስለ አንድ ባንድ ስለ አንድ ባንድ የበለጠ ደስ የሚል ነገር የሚመስል ከሆነ, ስለዚህ ከ 2 ኛ በላይ 1 ኛ እወድ ነበር, ስህተት ነህ."
10425,chelski want this so bad that it makes me even happier thinking we may beat them twice in 4 days at SB,positive,ቼልኪ ይህን መጥፎ ነገር እንዲሰማኝ ይፈልጋል ምክንያቱም በ SB ውስጥ ከ 4 ቀናት ውስጥ ሁለቴ ማስመዝበዛቸው የበለጠ ደስተኛ እንድሆን ያደርገኛል
10426,"Great weekend thus far, gig with the boys on Friday, gym and sold my car on Saturday, birthday @ Mitcham today. Booze free and saving cash!",positive,"በጣም ቅዳሜና እሁዶች ዕለት ቅዳሜ, ጊም, ጂም (እሑድ) ከወንዶቹ ጋር ጊግ, ቅዳሜ ቀን, የልደት ቀን @ mitcharam.ነፃ እና ገንዘብን ማዳን!"
10427,"@georgeguzman and George, are you going to the Paley tomorrow??? I am :-D #YR10000",neutral,@ @gorisguzman እና ጆርጅ ነገ ወደ ፓስለሌ ትሄዳለህ ???እኔ ነኝ - # yr10000
10428,"For fans who can't make the game, USF Baseball's series opening game against 2nd place UConn will be on CBS College Sports, First pitch at 7",neutral,"ጨዋታውን ላለማድረግ ለአድናቂዎች የ USF ቤዝቦል ተከታታይ ጨዋታ በ CBS ኮሌጅ ስፖርቶች ላይ ይሆናል, በመጀመሪያ በ 7 እሽግ ላይ ይሆናል"
10429,"iPad 3 predictions: Will have high resolution screen (close to retina), LTE, and it'll be called ""iPad HD"".",neutral,"iPad 3 ትንበያዎች-ከፍተኛ ጥራት ያለው ማያ ገጽ (ወደ ሬቲና ቅርብ), ለምለም እና ""iPad HD"" ተብሎ ይጠራል."
10430,I'll bet you a peanut butter sandwich that SEAL Team 6 takes out Kony just before November 6th.,positive,ከኖ November ምበር 6 በፊት ቀደም ብሎ የካቲት ቅቤ ሳንድዊች እመጣለሁ.
10431,Don't forget to bring your Buddy Barrel back tomorrow! It's the last Sunday in our 4 week BGMC drive to build a school Vanuatu!,positive,ጓደኛዎን ጀርባዎን መልሰውዎን ማምጣትዎን አይርሱ!የትምህርት ቤት ቫውዋቱ ለመገንባት በ 4 ሳምንታችን የ BGMC ድራይቭ ውስጥ የመጨረሻ እሁድ ነው!
10432,9th day of continuous shelling of Baba Amr http://t.co/01dZwmSu #Syria,neutral,የ BABA AMRATH PLTER PPT hT.CO/01dlwsu #Syrie #yth
10433,"@CNBC didn't iPOOP just came out with 3rd gen IJUNK not to long ago? why the 4TH??? CUZ they CAN NOT compete with SAMSUNG, ASUS,NEXES....,,,",negative,"@CNBC ከ 3 ኛ በፊት ከ 3 ኛ ጂኤንኤንጄ ጋር አልተገኘም?ለምን 4 ኛ ???Cuz ከ Samsung, Asus, Nexts ጋር መወዳደር አይችሉም ....,"
10434,"#Apple Your 3rd gen. iPad with Retina display is worth a lot of money, especially at Amazon http://t.co/3eeQVUmK #News",neutral,"# ያካተተህ 3 ኛ ጂን.ከሪቲና ማሳያ ከ Retina ማሳያ ጋር ብዙ ገንዘብ ነው, በተለይም በአማዞን ላይ"
10435,"Have to admit, I very much liked the banner Man U fans had at SB yesterday 'Chelsea standing up to racism since last sunday' haha",positive,ከዚህ በኋላ ካለፈው እሑድ 'ቼልሳ ጀምሮ የሰንደቅ ሰው ትናንት' ቼልሲን ወደ RACEMSISE 'መቀበል አለብኝ
10436,@__Takiyah hmm if this Friday is the 28 then it's away at Seaholm. Next home is hc :(,negative,"@__TAKIYA HMME, ይህ አርብ 28 ከሆነ ነው, ከዚያ በኋላ በባሕሩ ውስጥ ነው.ቀጣዩ ቤት ኤች.ሲ.ሲ."
10437,@jedlewison For Record I had iPad1 &amp; just switched to iPad3 and I've got a screaming MacPro Tower. :-) My 1st apple was a IIc,positive,"@jedlewonis ለመዝገብ iPad1 እና AMP ነበረብኝ,ወደ iPad3 ተቀመጠ, እና ጩኸት የማክሮ ሜታ ማማ አለኝ.:-) የእኔ 1 ኛ አፕል IIY ነበር"
10438,Charges filed in Calif. shooting that killed 3 - A convicted felon was charged Monday with the murders of three peop... http://t.co/VoLuhZe7,negative,ክሶች በ CALIF ውስጥ የተገደሉ ክሶች 3 - የተገደለ ጥፋተኛ 3/2.c.co/voluhuhze7
10439,Going home to try and maybe study for the SATs tomorrow,neutral,ወደ ቤት ለመሄድ ወደ ቤት መሄድ እና ነገ ለ SATS
10440,OK...Crash I-5 SB at the I-84 exit is CLEAR...still slow between 4th Plain and I-84. #pdxtraffic,neutral,እሺ ... brash I-5 SB I-84 SB በ I-84 መውጫ ግልፅ ነው ... አሁንም በ 4 ኛው ሜዳ እና በ I-84 ዘገምተኛ ነው.#PDADRARAFT
10441,"Worldstarhiphop has a video of @LilTunechi kissing Stevie J -- Men don't kiss other Men on the lips.. 1st time was suspect, now you guilty",negative,"የዓለም አቀፍ @llystychi Ske @llystychi Masting j - ወንዶች በከንፈሮች ላይ ሌሎች ሰዎችን አይሳሙም. 1 ኛ ጊዜ ተጠርጣሪ ነበር, አሁን እርስዎ ጥፋተኞች ነበሩ"
10442,http://t.co/z1tmEXw6 Kugan Cassius interviewing Ricky Burns on his Dec 15th fight! Is Rick the only World Champ still working part time?!..,neutral,http://t.co/z1tmelwld6 Kugan ካስሲየስ ቃለ መጠይቅ በሪክል ዲኪ ዲክ ከ 15 ኛው ትግል ላይ ይቃጠላል!የአለም ቻምፕ አሁንም የሥራ ሰዓት ሰዓት ነው ?! ..
10443,O'Brien: #PennState players came back Monday ready to go. Said he believes they and coaches have put Ohio State game behind them.,neutral,ኦብሪን: - #PENSSTET ተጫዋቾች ለመሄድ ዝግጁ መጡ.ኦሃዮ ስቴት ጨዋታ በስተጀርባ ያለው የኦሃዮ ግዛት ጨዋታ እንዳስቀመጡ ያምናሉ ብለዋል.
10444,Junhyung is involved in a new song with Prepix. I think he produced the song. The song will be released on April 24th. http://t.co/Ysz9MFhu,neutral,ጃንቶንግ ከጃፕስቲክስ ጋር አዲስ ዘፈን ውስጥ ተካቷል.ይመስለኛል ዘፈኑን.ዘፈኑ ሚያዝያ 24 ቀን ይለቀቃል.http://t.co/dsz9MFHU
10445,I saw Pitch Perfect tonight and freaking loved it!! Anna Kendrick is my new wife and i think I may be in lov http://t.co/1tS9mpHy,positive,ዛሬ ማታ ማታ እሽግ እና ጩኸት ወድጄዋለሁ !!አና ፕሪዘርሪክ አዲሱ ባለቤቴ ነው እና እኔ በ LOV http://t.cocets/1ts 8:/t.cocing ልኬቶች ውስጥ እሆን ነበር ብዬ አስባለሁ
10446,Manning says his thumb is fine. Mostly the fingernail. Sore tomorrow but will be ok. Says bye week came at good time http://t.co/6tpOP9sO,positive,ማኒንግ አውራ ጣት ጥሩ ነው ይላል.አብዛኛውን ጊዜ ጣት አፋጣኝ.ነገ ግን ነገ ግን ደህና ይሆናል.የ Ine ሳምንት በበጎ ጊዜ የመጣው http://t.co/6tpop9ሶ
10447,"News: Sydney, July 19 (ANI): Australia's young fast bowling spearhead James Pattinson has said that he is quite happy to concentrate ...",positive,"ዜና: - ሲድኒ, ሐምሌ 19 (ኔ)-የአውስትራሊያ ወጣት ጓድ ጦረኛ ጄምስ ፓትሰን ጃምፓስ ፓትሰን, በማተኮር ደስተኛ መሆኑን ተናግረዋል ..."
10448,"So issues with Amazon have been resolved! FINALLY! My eBook ""Bridging The Gap: Understanding Young People Today"" will be released TOMORROW!",positive,"ስለዚህ ከአማዞን ጋር ያሉ ጉዳዮች መፍትሄ አግኝተዋል!በመጨረሻም!የእኔ ኢጌጌዬ ""ክፍተቱን እየገፋፋሽ: - በዛሬው ጊዜ ወጣቶችን መረዳት ነገ ይለቀቃሉ!"
10449,Remember to join the Springboks at 3pm tomorrow at Orlando Stadium to watch their open training session as they... http://t.co/vaCN6EZ0,neutral,እንደ እነሱ የኦርሲኖ ስታዲየም የፋፕ ስልጠና ስብሰባቸውን ሲመለከቱ ... Prompo Stodium ን እንደገለጹት ... http://t.co/vacn6ez0
10450,TOMORROW 9/5:  Come get a FREE mustache tee @ Party on the Plaza in front of Gregory Gym from 10am-5pm!  We have a... http://t.co/0AMywXcv,neutral,ነገ 9/5: ግሪጎሪ ጂም ፊት ለፊት ከ 10 edem ከ 10 edem ፊት ለፊት ነፃ የ heaheche Tee @ ፓርቲ ያግኙ!እኛ አለን http://t.co/0amywxcv
10451,@naktash we are from Sydney :p oh thank you!! Since you're local you should come see us play at The Lair Dec 1st!! Gonna be a HUGE show :),positive,@nakthash እኛ ከሲድኒ ነን: - ኦህ አመሰግናለሁ !!አካባቢያዊ ስለሆኑ እርስዎ በመሆናቸው መምህሩን በኬሚው ዲሴም 1 ወዘኑ ውስጥ ይጫወቱ !!ግዙፍ ትር show ት ይሁኑ :)
10452,Monday's daily cask is India Pale Ale with Cascades,neutral,ሰኞ ሰኞ ዕለታዊ ካሳቢ ከካፕተሮች ጋር የህንድ ፓል አሌ ነው
10453,i'm going to listen to dashboard confessional now thanks may,positive,አሁን ዳሽቦርድ መናዘዝ ለማዳመጥ እሄዳለሁ አሁን ምስጋናዬን አመሰግናለሁ
10454,Questions about becoming apart of LSCA? Come stop by our table outside Gregory Gym from 5-6pm this Thursday! #hookem #L4Z #LSCA,positive,የ LSCA ሊለያዩ የሚገቡ ጥያቄዎች?ከግሪጎሪ ጂም ውጭ ከ 5-6 pm ከ 5-6 pom ከ 5-6 pm ከ 5-6 pm ከ 5-6 pm ጋር ይምጡ!#ooookem # l4Z #LSCA
10455,I may even stroll to something besides Rosa at Jouvert! But only cause it's dark... lol THIS SATURDAY! Tickets $25 !,neutral,ከሮዛ በተጨማሪ ወደ አንድ ነገር ወደ አንድ ነገር እሄዳለሁ!ግን ጨለማ ብቻ ስለሆነ ... lol በዚህ ቅዳሜ!ትኬቶች $ 25!
10456,Mad respect for the IAD team..its comforting to know we still have people like them around. May Allah continue to bless this project.,positive,ለ IAD ቡድን እብድ እብድ ነው.አላህ ይህንን ፕሮጀክት ሲባርኩለት ይቀጥላል.
10457,"Tues: Nas ft. Olu Dara, Bridging the Gap. Good story telling. http://t.co/O3EJRzlg #music",positive,መስኮች-NAS FT. ኦሊ ዳራ ክፍተቱን እየገፋው.ጥሩ ታሪክ.http://t.co/o3ejrzg #music
10458,Get 25% OFF in the Jurys Inn 24 Hour Sale this Wednesday http://t.co/P6k9cWC0,neutral,"በጄሪስ ውስጥ 25% ቅናሽ በዚህ ረቡዕ የ ""ት /"" ረቡዕ ""PPT.COCA/P6KKC0."
10459,Just had our 1st trick-or-treater in 4+ yrs here in the desert. Caught me totally off guard- gave him a candy cane from a box someone sent.,neutral,"እዚህ በበረሃ ውስጥ በ 4+ ግምት ውስጥ 1 ኛ ባለአደራዎች - ወይም በ ""1 ኛ ዘዴኛ"" ወይም ትሮተርስ አግኝተዋል.አንድ ሰው ከተላከ ሣጥን ውስጥ ሙሉ በሙሉ ከረሜላ ካሜራ ሰጠው."
10460,"Don't look at the bad things that were left behind; yesterday is gone, today is now and tomorrow is yet to come - Shannon Leto",positive,"የቀሩትን መጥፎ ነገሮች አይመልከቱ.ትናንት ዛሬ ነው, ዛሬ እና ነገ ገና ይመጣል - ሻንሰን ሊቲ"
10461,"Well, my darling girl Aja is happy...no school tomorrow!  And really, I don't mind the respite from getting up for highschool hours!",positive,"ደህና, ፍቅረኛዬ አጃ ደስተኛ ናት ... ነገ ትምህርት ቤት የለም!እና በእውነቱ ለከፍተኛ ደረጃ ት / ቤት ሰዓታት ከመነሳቴ መቆጠብ ግድ የለኝም!"
10462,"April Jones, Tahiti, Cuba? What's with total New York coverage? #uncareingworld",neutral,"ኤፕሪል ጆንስ, ታሂቲ, ኩባ, ኩባ, ኩባ?ከጠቅላላው የኒው ዮርክ ሽፋን ምንድነው?#uncorceworkword"
10463,"We're partnering with our friends at Ten Thousand Villages in Green Hills on Sunday, June 17th. Stop by anytime... http://t.co/JpK2EODR",neutral,"እሑድ, ሰኔ 17 በአረንጓዴ አረንጓዴ ሂልስ ውስጥ ከአስር ሺህ መንደሮች ጋር በአራት ሺህ መንደሮች ውስጥ አጋርተናል.በማንኛውም ጊዜ ያቁሙ ... http://t.co/jpk2eoder"
10464,"Three sleeps till the Bold, Black and Beautiful IWD lunch on Thursday. Who else might be going? #boldblackbeautiful",neutral,"ሶስት እስከ ደፋር, ጥቁር እና ቆንጆ IWD ምሳ ሐሙስ ድረስ.ሌላ ማን ይሄዳል?#bldldlockbeliveCreatch"
10465,"@_cosatu COSATU will be holding Alliance Rally on the 27th of October at Rustenburg,North West 2 accelerate the implementation of Marikana",positive,@_coatatu CoSATU እ.ኤ.አ. በጥቅምት ወር 27 በጥቅምት ወር 27 በጥቅምት ወር (እ.ኤ.አ.) በስተ ሰሜን ምዕራብ 2 እ.ኤ.አ.
10466,It ends in a draw. NU gives itself a chance for a share of the Big Ten title should Michigan State lose on Saturday #B1GCats,positive,በአንድ ስዕል ውስጥ ያበቃል.የኑር አሥር አርአርት ድርሻ ሚሺጋን መንግሥት ቅዳሜ # B1GCats ማጣት እንዳለበት ለአስር አስር ርዕስ መጣል አለበት
10467,"Thilakan had given a reality check into the affairs of malayala cinema in '08 - Superstardom, National Award et al http://t.co/WJtUaQ3r",positive,ቱርካን በአካልካላ ሲኒማ ውስጥ የአዕምሮ ምርመራን በ <008 - አሪ እምነት-at hot hp hop hot hp hot hp hot hp hoth hot hopia
10468,"@DMUPentecost yeah really we'll thank you! May see you soon, hopefully coming back to DMU for a post grad in Jan. Blessings, take care!",positive,"@DMUPEPECOTCOST አዎ በእውነቱ እናመሰግናለን!በጃንዋሪ ውስጥ ለዲፕሎግ ለዲፕሪድ ለ DMU እንደሚመለሱ ቶም ብለው ማየት ይችላሉ,"
10469,Go Chicago bulls beat the calivlers this Monday,positive,ቺካጎ ቡችላዎች አንድ ሰኞ ሰኞ ጥሎቹን ይደበድቡታል
10470,Mark Cuban: Apple TV Is a Pipe Dream And why the HDNet founder thinks that may be a good thing (Mike Shields/Adw... http://t.co/L0ebf8hC,positive,ማርክ ኪዩ አፕል ቴሌቪዥን የፓይፕ ሕልም ነው እና የ HDNet መስራች ጥሩ ነገር ሊሆን ይችላል (ማይክ ጋሻዎች / ADWE ... http://t.co/l0e0E0AC
10471,"On another note, I don't like the DST makes me feel like more of an alcoholic. Once the sun sets, it's okay to drink! Even if it's 4pm...",negative,"በሌላ ማስታወሻ ላይ, እኔ እንደማይወድ, እንደ እኔ የአልኮል ሱሰኛ እንድትመስሉ አድርጎኛል.አንዴ ፀሐይ ከወጣ በኋላ መጠጣት ምንም ችግር የለውም!ምንም እንኳን 4PM ቢሆንም ..."
10472,Just back from pre-season. Legs are knackered. Now going to watch the  2nd leg of the Europa League Liverpool v FC Gomel.........!!!x,positive,ልክ ከቅድመ-ጊዜ ተመለስ.እግሮች ተሽረዋል.አሁን የዩሮፓ ሊግ ሊግዎ ሊቪን vo fo mymel 2 ኛ እግርን ይመልከቱ ........ !!! x
10473,There are many more Catholics who DO NOT agree with Mourdock than Gingrich or others may think.,negative,ከጊንግሪክ ወይም ሌሎች ሰዎች ከሚያስቡት ሞንዶክ ጋር የማይስማሙ ብዙ ካቶሊኮች አሉ.
10474,"Hey friends, DST ends Sunday, 11/4. Just giving you a heads-up to set your clocks back 1hr before bed Saturday evening. :)",positive,"ሄይ ጓደኞች, DST እሁድ እለት, 11/4 ያጠናቅቃል.ቅዳሜ ምሽት ከመተኛት በፊት ሰዓቶችዎን ወደኋላ ለማስቀመጥ ጭንቅላቶችዎን መስጠቱ ብቻ.:)"
10475,Lazy saturday post cricket season. Keeping an eye on Eastern Province v KwaZulu- Natal Inland on Cricinfo but can't say it's doing it for me,negative,"ሰነፍ ቅዳሜ ፖስት ክሪኬት ወቅት.ምስራቃዊ አውራጃ V ዱዋሉዌይሉ ኦሪክላንድ ውስጥ በ CRICNOFONALLALLALLANY ላይ ማየት, ነገር ግን ለእኔ ማድረግ አልችልም"
10476,"Can't wait to wake up next Sunday in Cuse w/ the family enjoyin a nice big breakfast w// a lotta laughs, both for the 1st time in awhile",positive,በቀጣዩ እሁድ ውስጥ ከእንቅልፍ ጋር ለመነቃ ይልቅ / ከቤተሰቦቹ ጋር በተወሰነ ጊዜ ውስጥ ከሚያስደስታቸው ጋር ሲደሰቱ / 1 አንድ ጊዜ ለ 1 ኛ ጊዜ ያህል ለ 1 ኛ ጊዜ
10477,"#PVRDirectorsRare to release Aditi Roy's National Award winning #Abosheshey with Eng subs on Oct 12. NETPAC Best Asian Film, IFF Kerela",neutral,"# Priti Roy ብሔራዊ ሽልማት አሸነፈች # ሃሳዎች በብዛት እንዲለቀቅ ከ ኔትፓፕስ ምርጥ የእስያ ፊልም, IFF ኬሬላ"
