ID,tweet,label,eng_translated
am_train_04388,ይሄን ሲሰማ አዝማሪው ምን አለ?    ናፍቆቴ ናፍቆቴ አይልም ወይ ሰዉ፤    ጉርሻ እየናፈቀዉ ፣ ሆድ እየባሰ…,neutral,"What does the course say when he hear this?Nephithet, I do not say,When you refrain a bonus, the stomach is worse ..."
am_train_04389,የእውነት ግን ማንቼን ማሽነፍ ትልቅ ነገር እንዳይመስልሽ ቃል። ስብስባችሁ የmidtable ቡድን ራሱ አይደለም??,neutral,But the truth of my soul is not as great.Your collection is not the MidTable team itself ??
am_train_04390,ዛሬ የቀድሞው ኢህአዴግ መጋዘን ሲፈተሽ የተገኘው ቀሪ የህወሃት ንብረት፡፡,neutral,"Today, when the warehouse wear, the rest of the condition of the prospect of the consequences of the warehouse."
am_train_04391,ሕዝቅያስ  ቢጠይቅ አምርሮ                     የባከነ ሰአት በነብዩ በኩል                ጌታ ጨመረለት ስላልተለወጠ                አባካ…,neutral,"If Hezekiah asked, Berroo, the Lord did not have done because the Lord did not swallowed him ..."
am_train_04392,በዉሃ ውስጥ የሚኖር የዉሃ እናት  የሚመስል ፍጥረት,neutral,Creating a creature like the mother of water in water
am_train_04393,በመላው አለም ፕሮፌሰርነት ማዕረግ የሚሰጠው በወጣትነት ዘመን ሲሆን እኛ አገር ደግሞ ምሁሩ ጡረታ ሊወጣ ትንሺ አመት ሲቀረው ነው። ትምህርት ሚኒስቴርን የሚመሩት ሰዎች ፀረ እውቀት ስ…,neutral,The title of the entire world is given in time when the scholar is left on retirement early year.The Ministry of Education people are anti-knowledge ...
am_train_04394,በጣም ከባድ ህመም ነው ተንናእለ እርሱ ሁሉን ነገር ነበር ውነ ንማ ስትጡሰየ ያፍክ ዝያመለ ንልቭፔ ርተክዶ,neutral,It is a serious disease of sickness and we are shaken hselu hullu thing former Wine for Master sttuseye Yaphk Zikhalemy Zillpe rtekdo
am_train_04395,አህመዲን ጀበል የሚባሉትን ግለሰብ አቻምየለህ ታምሩ እርቃናቸውን ነው ያስቀራቸው! ውሸት ሁለተኛ እንደማይደግሙ ተስፋ እናረጋለን! ይሄው ነው::,neutral,"Tempture for the almond Laker Live, let them stop them!We hope that lies don't get second!This is the same."
am_train_04396,የኢኮኖሚ ኃይላቸውን ለሚገነቡ ልሂቃን ምቹ ሁኔታን ይፈጥራል። አብዛኛውን ድሃና ምስኪን ለድህነቱ ምክንያት የሆነው የሌላ ብሄር ቋንቋና ኃይማኖት ተከታይ የርሱ ቢጤ ድሃና ምስኪን እንደ…,neutral,"It creates a favorable situation for the economic power.Most of the poorer language and religion, which is because of the poor and poor life, the poor and poor conduct ..."
am_train_04397,ይቅርታን የምትለምኑበት እና ህመም እና ተስፋ መቁረጥ እንጂ ሌላ ምንም ያልተተዉበት ቀን የሚመጣው ክፉ ይመጣል እናም ሕይወትዎን በመጨረሻ በቀስታ እና በአሳዛኝ ሁኔታ የሰው…,neutral,"The day that you begged and discourage the pain, not pain and discouragement, and the world's end of your life in slow and sadness."
am_train_04398,ከፍተኛ ሊግ | አዲስ አበባ ከተማ እና መከላከያ አቻ ተለያይተዋል,neutral,Top League |Addis Ababa and Defense Agent
am_train_04399,ምስኪን ናት በተለይ እቺ ሳሙኝ ሳሙኝ ትላለች።,neutral,"It is a poor soap, especially in your soap."
am_train_04400,! ሚዛን መጠበቅ በምድርም በሰማይም ይሁን የሚደነቅ ነው!!!,neutral,!Maintaining balance is also in heaven and womb !!!
am_train_04401,በኢትዮጵያ የሃገር መከላከያ ሚንስትር ለማ መገርሳ የተመራ ከፍተኛ የልዑካን ቡድን የኢትዮጵያ እና የአሜሪካንን የሁለትዮሽ የመከላከያ ትብብር ለማጠናከር ዛሬ ጠዋት ዋሽንግተን ዲ.ሲ.…,neutral,The highest delegation of the Country of Country in Ethiopia in Ethiopia is Washington DC ...
am_train_04402,በሐይማኖት አሸናፊ የሚለው የዘጋቢው/ዋ ስም ግን ሌላ ትርጉም እየሰጠኝ ተችግሬያለሁ,neutral,"But the name of the preliminary ""Winner"""
am_train_04403,ኢዜማ,neutral,IZEMA
am_train_04404,በዚሁ ከቀጠልን በወረሃ ታህሳስ “መልካም እንቁጣጣሽ” የሚል text ይደርሰኛል ??,neutral,"In this case, do I receive a ""good gestin"" Text ??"
am_train_04405,የኦሮሞ ፌድራሊስት ኮንግረስ ሊቀ-መንበር መረራ ጉዲና እና የፓርቲው አዲስ አባል ጃዋር መሐመድ፤ የኦሮሚያ ብሔራዊ ፓርቲን በመመሥረት ላይ የሚገኙት ብርጋዴር ጄኔራል ከማል ገልቹ እና…,neutral,"The Oromo Federalist Congress Chair Muharian and the new member of the party, Muhammad,The construction of the building General of General party on Oromia"
am_train_04406,ሲጀምር አሁን ባለው ሁኔታ ምርጫ የሚያሸንፈው ወይ ክላሽንኮቭ ወይ ብሄር ያለው ነው። ስለፖሊሲ ግድ የሚለው መራጭ እምብዛም…,neutral,"When it comes to the present situation, it is a chilestic or ethnic.The voter about the policy is rarely ..."
am_train_04407,ሙስናውና የመልካም አስተዳዳር እጦቱ በእጅጉ እጨመረ ነው።,neutral,Corruption and good governance is greatly increasing.
am_train_04408,እንደዛ ካልሆነ በስተቀር ሰውዬው ማንንም አይቦልኩም,neutral,The man does not dip up anyone unless
am_train_04409,ስብሓት ቃል በቃል ብሏታል  ጃፓኑ ሰውዬ (?????? ያማሞቶ ) ነው የሾመው ብሎ,neutral,The Japanese person has literally said the Japanese (?????????????????
am_train_04410,የህግ ስዎችን እንዴት ማሸነፍ እንዳለበት የሚያውቀው እሱ ብቻ ነው!! ሲመጣ መደበቂያ ፈልጉ,neutral,Only he knows how to win the law !!Find a hide when it comes
am_train_04411,የሙስሊም ሴት ፎቶ ማድረግ አስፈለገ? ሃ ሃ ሃ ወዳጅ ለመምሰል ነው ወይስ ሙስሊሞችም አሉ ለማለት??,neutral,Need to make Muslim woman?Haja is a friend or say Muslims??
am_train_04412,ይፈራሉ?  እኔም አላጠቃህም። የምርምር ማስታወሻዎቹን እንደገና አነባለሁ።,neutral,Are you afraid?I will not attack you.I'll read the research notes again.
am_train_04413,10ኛው ከፍለ ዘመን አገው አክሱም ገባ፣ ከዛ ብሁላ እስከ 12ኛው ከፍለ ዘምን ድርስ ሰፊ የህዝብ migration በማድረግ፣ ሁሉንም የአክሱም ማሃበርዊ ክፍል ተዋህዶ እዛው ቀረ። አሁ…,neutral,"The 10th came in the 10th, and then Blila was a large public ministry, and then he was alive all the Axim of Axim.I ..."
am_train_04414,ብቻየን አይደለሁም አንተም ማወቅህ ገርሞኛል:: አስቴር ዘፈን ላይ ብቻ ክትክታን የሚያውቅ ነፍ ነው,neutral,I am not alone to know you too.Esther is a man who knows only a montled
am_train_04415,አገር ምድሩ እንኳን ከትካች እንጂ ክትክታ አይደለም!,neutral,Even the country is not even taxable!
am_train_04416,አንተ ብቻ ነሽ,neutral,You are the only one
am_train_04417,Last one.  . .የአምናን ቀን አማሁት፣ ለአፌ ለከት የለው የዘንድሮው ባሰ፣ እጅ እግር የሌለው ...   ሥነቃል  ለኢ-ልቦለድ ፅሁፎች ሶፍት ስፓት አለን የምትሉ ብታነቡት ታተርፋላችሁ፤ የወዳጅ ምክራችን ነው። ??,neutral,"LAST ONE... The day of the day, the day of the dynamic of the database of the database of the database, you will survive,It's our motor.??"
am_train_04418,የውስጤ  ሀሳብ እሷ ታውቃለች!!  የቃላት ማነሱ ችግር የለውም ያለውን ይበቃ ነብር  ኤድቷን በትኖርልን ጥሩ ነበር እንጂ ያሬድዬ??,neutral,"The idea of an income she knows !!We were good at the end of the tiger, but that was good in the tiger ??"
am_train_04419,ያኛው ኢህአዴግ ልማት እንዳይደናቀፍ ስንል የተውናቸው ሙሰኞች አሉ ይል ነበር ይሄኛው ኢህአዴግ ደግሞ ለአገር ደህንነት ሲባል ዝም ያልናቸው መአት ሙሰኞች አሉ እያለ ነው። አገር ደህና ነች ወይ???,neutral,"The EPRDF that they have been in the development of the EPRDF, this EPRDF is that the Yes, those who remained unseek are bad for national safety.Is she okay ???"
am_train_04420,ከእንትን ፋብሪካ ሰራተኞች ጋር ከሚደረግ የበዓል ዝግጅት ወደ ጭልት ያለ የፖለቲካ እና ማህበራዊ ፍልስፍና ወደሚተነተንበት የበዓል ልዩ ዝግጅት ያደረግነው ሽግግር ሲጥም።,neutral,Our transparency of the holiday of the holiday of the holiday of the holiday political and social philosophy of the festival of the festival of the festival of the festival.
am_train_04421,thanks ሰሊናዬ?? ሰኞ አኞ ከሚለው ቃል የመጣ ነው የሚመስለኝ እና አያልቅም በዛ ላይ????,neutral,THANKS Creams ??Monday that seems to come from the word that Monday seems to be and not over ????
am_train_04422,ከተማ በሃይማኖት ተቋማት እና በንግድ ተቋማት ላይ በደረሰው ጥቃት እጃቸው አለበት ተብለው የተጠረጠሩ ወደ 80 ያህል ግለሰቦች በቁጥጥር ስር እንደዋሉ የአማራ ክልል ርዕሰ መስተዳድር…,neutral,"The Government of Amhara region, as the city must be arrested for about 80 people, suspected of their attack on religious institutions and commeril agencies ..."
am_train_04423,በዚህኛው ገና በሚዲያዎቻችን የታዘብኩት ነገር የሳንታ ክሎስ ፊቸሮች በየፕሮግራሙም ሆነ በየማስታወቂያው ተበራክተው መታየታቸውን ነው:: ይሄ ድንቁርናን መሰረት ያደረገ አካሄድ ነው:: በእንጭጩ መቀጨት ይኖርበታል::,neutral,What I was still in this one of our media is that the Santa Polar Fule Funs are expressed in the program and the adult.This is the course of ignorance.He must be grieved with the grass.
am_train_04424,የበላይ አካል ማለት ግን ማንን ነው የሚወክለው? ስም የለውም? አድራሻ የለውም? የስልጣን ደረጃውስ አይታወቅም?  ግልፅ መሆን አለበት፡፡  We demand democracy!,neutral,But who represents the Governing Body?Doesn't anyone have a name?Doesn't have address?Is not the power of power?Must be obvious.We Demand Democracy!
am_train_04425,ይች ከኢራኑ ዘመቻ ለመሸሽ ያመጣሃት ምክኒያት ናት,neutral,This is the result of the fact that you have come to flee from the Iranian campaign
am_train_04426,ጅቡቲን ሊያስገዛ በሚችል የገንዘብ መጠን Financial & HR system ገዝተው እዳ ህዝቡን እያሸከሙት ነው። ቀደም ሲል ያሸናፊውን ድርጅት ውድቅ ተደርጎ ማለቴ ነው።,neutral,Dibatine's financial balance and debt bought the people while debating.I already mean to reject the advantage organization.
am_train_04427,ሲሉህ እሰማለሁ...ብዙዎች ሲበሉህ አያለሁ...ከዛሬ በኋላ ስምህ fried bread ይሆናል..  ስምህ ማነው?  ጮርናቄ,neutral,I hear you ... Much of your name will be a fridry.Zoolous
am_train_04428,OFC እያደረገው ያለው ህዝባዊ ውይይት የሚያስደስት ነው ። እዚ ፊንፊኔ ያላቹ ነገ በሚሊንየም አዳራሽ  “Barii Finfinnee” በሚል ርዕስ በተዘጋጀው ህዝባዊ ውይይት ላይ እንገናኝ ።,neutral,"The public conversation that is going on the public conversation that is doing.Don't meet the Parii Finfinnee ""on the topic of the article"" Barii Finfinnee, ""the Fression."
am_train_04429,በ30 ሺህ 300 ካሬ ላይ የአድዋ ፓርክን እንዲሰራ የ4.6 ቢሊየን ብር ውል የወሰደው የቻይናው ጂያንግሱም ያለ ጨረታና ያለ ግልጽነት ያገኘው ውል ነው።,neutral,"The Chinese Geangun also is a contract of the Chinese Gyysu, without the transparency to work in 30,300 square."
am_train_04430,ይህን አውሮፕላን በመገልበጥ ላይ ልናሆይ ዜጊ ምጅረ ምጣበ ትፊበ ያዚከ ናእ እነሱን ያቅርቡ. እደውልበታለሁ ልላችይ ንሆሊ ሚራገስአ ሱእ ትባልናም,neutral,"We Subscribe to this plane, a citizen chief mixed gauge napa and offer them.I'll call I call Meankay Nahole Mergari"
am_train_04431,ፌክ አካውንት አለሽ ማለት ነው?,neutral,Does you have a Fuke account?
am_train_04432,እባክህ ምን እንደሚያስቅህ ትነግረኝ ቤተማርያም?,neutral,Please tell me what you will do.
am_train_04433,ታድያ liberal ስንል፣ ለምሳሌ ምን ድነው ከ libertine የሚለየው እስቲ የሚአቅ ቃለ። እኔ ምፍረአው ቃሉን ደጋግመን ስንሰማው፣ እንለየዋለን ፣ ያደሞ ያወቅነው እዲመሰለን ይሆናል።,neutral,"HiBear, for example, how old is different from Libertine different from libertine.When I hear the word and again, I may be separated, and we may admire us."
am_train_04434,አንድም ጊዜ በማላውቀው ቋንቋ SMS ገብቶልኝ አያውቅም ነበር! ብጥብጥ አደረገኝ ኧረ ምን ይሻላል? ቋንቋ ሳልማር...? የቴሌ ነገር ይገርማል!,neutral,He did not know SMS in the world I didn't know!What is the best of harassment?What language when I am?Tleetic is amazing!
am_train_04435,እኔ እየደነቀኝ ያለው ይሄ ሁሉ ህዝብ የኔን መሰደብ አስመልክቶ ላይክ የሚያደርገው ነገር ብቻ ነው,neutral,All this people who is thinking about me is just what makes my limitations
am_train_04436,Ethiopia በአርማጭሆ ሕጻናትን እና ሾፌሮችን በማገትና ገንዘብ በመጠየቅ ሠላም በማደፍረስ ሲንቀሳቀሱ የነበሩ ወደ 50 ግለሰቦች በቁጥጥር ስር ዋሉ,neutral,Ethiopia arrested for 50 individuals who had developed Ethiopia by nurturing children and drivers in Mr.ma
am_train_04437,ወሳኝ ኦሮሞ ናቸው፣ ምንም ጥያቄ የለውም።,neutral,"Critical Oromo, there is no question."
am_train_04438,ምን ትላለህ፡ ሁሉም ታዋቂ ኣዳራሾች፡ መኖሪያ ቤቶች፡ ጽፈትቤቶች፡ ድልድዮች፡ ፎቆች፡ ቤተክርስትያኖችና ሃውልቶች በሙሉ በውጭ ኣገር ሰዎች ነው የተሰሩት። ስለዚህ የ…,neutral,What you say all the most popular audiences Bridgers and roofs were raised in the outside people.So the
am_train_04439,YEEEEEEEEeeeeeesssSSSSSSS!!!✊?? እናቴ ጫት መጋጥ ነው የምትለው?????? ከብትነት ምንም አይጠቅምህም ጎበዝ!!,neutral,Yeeeeeeeeeeeeeeeeeeeee Esessess !?Do my mother say that it is ??????Nothing to be used in your possibility !!
am_train_04440,መርከብና አውሮፕላን  በሚሰርቁ ሰፈር ይህ ምስኪን መገኘቱ .....ያው ተስፋ አንቁረጥ ለማለት ነው!,neutral,"This poor manner of the ship and the plane, to say that you don't give up!"
am_train_04441,እሳት ውስጥ የገባ ጎማ ሆነ እኮ????????...,neutral,A tireless wheel in fire ????????
am_train_04442,የጅዋር ታሪክ እያበቃለት ነው በተለይ ከህውሃት ጋር የገባው ጋብቻ ግልጽ ሲወጣ እና የተቀላቀለው መድረክ ያባረረው ለት የኦሮሞ ሕዝብም የገንዘብ እና የእውቅና ጥማቱን የነቃበት ወቅት ላይ ነን።,neutral,"The story of Jahweian is being exposed to the Oromo people, especially when the harassed marriage was awarded and the joined platform."
am_train_04443,ዑስታዝ_አቡበከር_አህመድ እንዲህ ብሎ ነበር ➡  ካደረጉት ክፋት የበለጠ የሚያመው የንቀታቸው ብዛት የፈፀሙትን ጥፋት ራሳቸው ሙስሊሞች ናቸው የፈፀሙት ማለታቸው ነው   እውነት ነው ያማል! ??????,neutral,"Sistaz_ordorchker_aham አ shap: If they did more than their wickedness, they are Muslims who committed the destruction of their paransicism is true!??????"
am_train_04444,አንች ልጅ... you are always speaking ma mind... ጭንቅላቱን(የእኔን) እያነበብሽ ፃፊ የተባልሽ እኮ ነው የምትመስይው... ምን ጉድ ነው! ለማንኛዉም Danke ብያለሁ,neutral,"Annamed ... You are alWays Speaking Ma Mind ... What is your head (mine), what's wrong!I have been a Danke"
am_train_04445,እኔ ማን እንደሆን አላውቅም,neutral,I don't know who you are
am_train_04446,አንዳንዴ ይህ ነገር እኮ እንደው ሽንትም ሲመጣ ብድግ ይላል አሉ....?????♂️?????♂️???????????♂️?????♂️?????♂️?????♂️,neutral,"Sometimes this thing is when it comes to the urine, then ✔01?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
am_train_04447,የባህል ምን? የባህል ምግብ? የባህል አልባሳት? የባህል መገልገያ ዕቃዎች?,neutral,What is cultural culturalCultural food?Culture of culture?Cultural Utilities?
am_train_04448,የመጀመሪያው ገዢ ነው የምሆነው! ??,neutral,I am the first rule!??
am_train_04449,እና ምን ለማለት ነው?   ሆድ ልታባባ!,neutral,And what is it?Turn on stomach!
am_train_04450,ምን አልኩ???? ዝም,neutral,What did I say ????Silence
am_train_04451,እና ነገ ቅዳሜ ሊሆንልሽ ነዋ,neutral,And you are a Saturday
am_train_04452,በቃ የገና ሳምንት የልደት ቀን ሲመጣ ብለን እንዘምራለን- ከዚያ it’s all up to you,neutral,We just sing Christmas week of birthday
am_train_04453,አቋም: ህወሀት አሀዳዊዉን ብልፅግናን አይቀላቀልም:: ለህብረብሄራዊ ፌደራሊቶቹ የፖለቲካ ካምፕ አንድ ግብአት ይመስለኛል::,neutral,Povement: The TPLF does not join the disbelievers.I think a political camp for the nation of the nation of the nation.
am_train_04454,እስከ ህልፈታቸው ቀን ግንቦት 14/1980 ዓ/ም ድረስ የዝነኛው 102ኛው አየር ወለድ ክ/ጦር ዋና አዛዥ  በኤርትራ በረሃ በማዕሚዶ ጦርነት ላይ በመጨረሻዋ ደቂቃ እራሳቸውን ለሀገራቸ…,neutral,Until the Day of the Longest 10/1980
am_train_04455,መጨረሻም ወ Mal Fakaata?  ብሎ ሲጠይቅ ተማሪዎቹ እርስ በእርስ ተያዩና ወደ ሁዋላ ዞርው ሱሪያቸውን ዝቅ አድርገው አሳዩ!,neutral,"End of Mal Fakaata?When he asked, the students looked at each other, and they turned to Huool and show their speanch."
am_train_04456,የ28 ቀበሌ ልጆችን እየጠራብሽ ነው ሚዩት ም,neutral,You are calling 28 kebele
am_train_04457,ስድብ ብቻ ስለሆንክ እኔ ጨርሻለው፡፡ አንተ በደንብ ልኬን ምትነግረኝ ነገር ካለህ መቀጠል ትችላለ፡፡ ቻው,neutral,I have only a reproach.You can continue if you have something to tell me.Chuck
am_train_04458,በገና በዓል ገበያ የአቅርቦት ችግር   አለመኖሩን ሸማቾች ገለፁ-----ኢቲቪ መኖሩን ሸማቾች ገለፁ--------ዋልታ  ማንን እንመን? እኔ ግን ለዛሬ ዋልታን አምኛለው,neutral,Consumers in the Christmas Market - - - - - - ----- - Walta Whose Walta Connect?But I am swallowed a pole for today
am_train_04459,የጆሲ ሾው ግን የመዝናኛ ፕሮግራም ተብሎ መጠራት አለበት ወገን?,neutral,The Joey Show should be called a recreation program?
am_train_04460,ፌስቡኩ ሁላ ምርጫ ቅስቀሳ ሸተተሳ ይጀመር እንዴ?,neutral,Will you start tip of the Facebook?
am_train_04461,የፈጠራ ባለሙያዎች ማህበር ህጋዊ እውቅናን በማግኘት ተመስርቷል!  ማህበሩ ታህሳስ 12 በሲቪል ማህበራት ኤጄንሲ ተመዝግቦ በሀገር አቀፍ ደረጃ በፈጠራ ዘርፍ እንዲቀሳቀስ እውቅና ማግ…,neutral,The Association Association is based on finding legal recognition!Accurately recognize that the association is registered in December 12 ...
am_train_04462,በጣም ምትደነቅ የአድስ አበባ ከተማ ከንትባ ነህ ኢንጂነር ታከለ በዝህ አሥደሣች በሆነዉ ሥራህ ይህ ሕዝብ ማገገልህን ቀጥል እኔ በራሴ በጣም አደቅሃለዉ የክብር ምሥጋናየ ይድሬስህ ደህና ሁንልን,neutral,The Tastest Addis Ababa City Arthore Farner This People Be Growed Up in Your Right Work
am_train_04463,ዛሬ በድንምብ እንደታየው ኦሮሞ እንደዚ በኢትዮጵያ ንግሰነግስቶች ጋር ለረጀም ዜዜ ከሰራ፣ ለምን ድነው ኢቶጵጵያ ዛሬ በዘር የተከፋፈለችው።,neutral,"As shown today, Oromo, Oromo, as Zees, a temple for the Zezzi, the Oromo, why,, the village of Eronia, today is divided today."
am_train_04464,ቆይ ከፊት ምን አይቶ ነው አረግ,neutral,Wait what's in front of
am_train_04465,“ጌታቸው አሰፋ የዜጎችን ኢ-ሰብአዊ አያያዝ ሲቃወም፤ የሚያደናቅፉት እነ ደመቀ ነበሩ። - አቶ አስመላሽ ወስላሴ  (የአይጥ ምስክር ),neutral,"""When their master's broadcasher opposed citizens of citizens;Those who disrupted were baptized.- A.Seezice and my"
am_train_04466,እውነተኛ መሆኑን ነዋ?! እመብርሀንም ብትሆን የውሸት ዜናን ማጋራት የምትወደው አይመስለኝም ??,neutral,"Did you mean that it is real?!Don't you think it's like sharing a false rizzen, if you are in your adolescent ??"
am_train_04467,??... አቅምን አውቆ መኖር ጥሩ ነው እናቴ::,neutral,Are you good to have a capacity? Mother?
am_train_04468,wow!! በዚሁ መሰረት የአማራ ሕዝብ ቁጥር 2 ወይም 3ሚልዮን ነዉ ማለት ነው.,neutral,"Wow !!Accordingly, the Amhara's population is 2 or 3 million."
am_train_04469,ህወሀት አባታዊ ትግስቷን እየተወጣች ትገኛለች። የህወሀት ትግስት አለማድነቅ አይቻልም  (ዲማ ነገዎ) (የሰሞኑ የአላማጣ ከተማ ሁኔታ የTPLF ትዕግስት ማሳያ ነው Tariku Solome Rebso),neutral,The TPLF is getting out of the fatherly genuine.It is not possible to adhere to the patient (Dama Tire
am_train_04470,??????ሃሃ እኔም እንደዛው ጎንደር አርፈው ወደ ራስ ደጀን ሲሄዱ ትልቁ ሰይጣን ትልቅ ተራራ ስር ነው ብለን እናስብ ነበር???♂️ አይ ልጅነት እና ጅልነት,neutral,Did we think that Satan is under the mountains of Gondar ?????
am_train_04471,እኔ ማን ነበርኩ የሚል ማንም አልነበረም ፅምድ ሽሳፍየ አንድ ቅርጽ በረዶ ውስጥ ይታያል ልያታይ ክልመ ፍሃሾማ,neutral,No one that there was anyone who was going to say who I was
am_train_04472,እንኳን. ለጌታችን. ለመዳኒታችን. እየሱስ ክርስቶስ  የልደት.  ቀን  አደረሳችው,neutral,Even.For our Lord.For our recompense.Jesus Christ.He made it a day
am_train_04473,ወጣቱን ደጋሚ ሊማግደው ነው ብር አምጡ ነጋ ክክክ ወጣቱ ከእስክንድር ጋር ነው,neutral,The Temptation of the young man is the young man with a small
am_train_04474,Haha ከብቶ ለመረዳት በደንብ አባምጪ ወደድኩሽ ላለሽ ሁሉ መቼም በርሽን አትፍችም አደል? ምኔን ብለሽ መጠየቁን አደራ እንዳትረሽዉ,neutral,"HaHa FROM HAHA FROM FLOOD, Did you never have our best to my heart?Do not help me to ask me"
am_train_04475,የሰዎች አዘዋዋሪዎች በሱዳን መጋዘኖች ዘግተውባቸው የነበሩ 102 ሰዎች መመለሱን በኻርቱም የኢትዮጵያ ኤምባሲ አስታወቀ። ኢትዮጵያውያኑ ወደ መካከለኛው ምሥራቅ አገራት በሕገ-ወጥ የሰዎ…,neutral,The Ethiopian Embassy of the people of the human traitors of the human traitors of Sudan's warehouses.Ethiopians to the Middle East countries illegally ...
am_train_04476,ማን ፊት ምን ማለት እንዳለብኝ በዝግ ከራሴጋ ስብሰባ እቀመጣለሁ ??,neutral,Do I sit in a spelling meeting to me ??
am_train_04477,ትናንት ያወጣችሁትን የአቋም መግለጫ በአማርኛ አላየነውም ነበር …….ለካ ከመግለጫው አንዱ ህወሃት ስሟን  ጀዋር ብላ መቀየሯ ነው፡፡ ??????ቀስ እያልሽ ሌላውንም ተርጎሚልን,neutral,I did not see the provision of your settings yesterday.?????
am_train_04478,ለሪፐብሊኳም ዕውቅና ተነፈጋት? ወገኛ ቀበሮ ሙክት ታበራለች አሉ።,neutral,"Acknowledged for Repiley illeg?And they said, The city of fox shine."
am_train_04479,እልህ ______ ያስውጣል? ለሚለው ጥያቄ ትክክለኛው ምላሽ፥ ሀ.ቢላ ለ.ዱላ ሐ.ምላስ መ. ፓርቲ??,neutral,Does it make it ______?The correct response to the question: A.Bla for S.Dilla C.S.Party ??
am_train_04480,ሲሰራ ጀምሮ IG ላይ እየተከታተልኩ ነበር ፣ እድል ገጥሞኝ ባለፈው ሰሞን ነው ያየሁት,neutral,"I was watching at IG since working, I've got a chance in the past"
am_train_04481,Word ????  ፩) በላህ?  ፪) በቤትህ ሞቀህ?  በቃ የሰው ፍላጎት ቀላል ነበር ሲጀመርሳ  ምን ዝውርውር ቅብዥብዥ ወደ ቀልብ የሚቀልበን  እንዲህ እስከሚታጣ?,neutral,"WORD ????፩) Did you eat it?}) Did you warm your house?Just as the human needs was easy, what is the closest of the blind boarding to the hall of the one who is lying into a pornography?"
am_train_04482,ሸዋርቢት ደብረ ገነት ቅድስት ማርያም ቤተክርስቲያን! ⛪????❤,neutral,Sweebit Declar of Circlar St. Mary's Church!How ?????
am_train_04483,በደረትዎ ላይ ያ ምንድን ነው? ይህን ያህል መጥፎ የሆነው ለምንድን ነው? በልብዎ ውስጥ ቀዳዳ በመቆፈር ሰይጣን ነው ፡፡ ሁሉም ሰው ይጠቁማል እና ይስቃል። አንጨነቅም ፡፡ ሃሃሃሃ,neutral,What is that on your chest?Why is it so bad?Satan is in your heart.Everyone points out and laugh.We won't worry.Hahahaha
am_train_04484,እንደ ድመት ፕፍፍፍ የምትሉት ነገር አለ ደሞ!,neutral,Something you say like a catal pufff.
am_train_04485,ወይ በድርድር?! በኣባ ገዳዎች በኣካባቢው ወጣቶች በዛ ብሚንቀሳቀሱ ፀጥታ ሃይሎች በተቀናጀ እንቅስቃሴ..?????♀️,neutral,"Either the negotiation?!In the midst of the local youth in the area of local youth, young people in the area of the local youth ..??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
am_train_04486,በጣም ነው ያዘንኩት ፥ ባንቺ መርፌ ለመሰካት ያልፈሩ ባልተማረው ላይ ምን እንደሚሰኩ ፈጣሪ ይወቅ :-),neutral,"I'm so sad, let the Creator know what is wrong with the unseen of"
am_train_04487,አቦ ተፋታን ራስህን ብቻ እንደ ብልጥ  አትይ ተነቅቶብሃል okay እዛዉ ቧ እያልክ ትቀራታለህ ጠብቅ,neutral,Abba Disclaimer You Don't See You Only Surprise Okay Okay
am_train_04488,ዳኒ ቦይ!  እስቲ የትግራይ ፍርድ ቤት ፕረዚደንት፥ ፖሊስ አዛዥ፡ እንዲሁም የትግራይ የሃይማኖት መሪዎች ለምን ከህወሃት አባልነት ነጻ እንዲሆኑ አልተደረገም…,neutral,"Danny Boy!The Tigray Court President: Police commander and the religious leaders of Tigray's religious leaders, why not of the national members of the school ..."
am_train_04489,ውስጥ የሙስሊም ምግብ ቤት መብዛት; ማርካቶ ላይ የስልጤናጉራጌ ሱቆች መብዛት; ቤተ ክርስትያን ውስጥ በኦሮምኛ መቀደስ አክራሪነት ነው የሚል…,neutral,"Rights of Muslim restaurant inSex of the telephone stores on markaSinging the Oromo in the Church, it is extremist ..."
am_train_04490,ጋይስ ከክትክታ ወደ እስክስታ ከዚያ ወደ ችፍርግ የተቀየረው አርእስት መስመሩን ሳይስት ወደ ፍትወት ደርሷል ????,neutral,The title of Giesta to Pentea and then the title into the boat has reached the lines ????
am_train_04491,የ2012 ዓ.ም ሀገራዊ ምርጫ ረቂቅ የጊዜ ሰሌዳን በተመለከተ ከባለድርሻ አካላት ጋር ውይይት እየተደረገበት ይገኛል።  የባለድርሻ አካላት አስተያየትና ግብአት ይሰጡበታል ተብሎ እንደሚ…,neutral,The 2012 Affair election is being discussed with stakeholders about the abstract of the time.Stakeholders are called the comment and communication ...
am_train_04492,ኡፋ ነው ኤጭ እያለች የዘፈነችው ዘፈን ሰዉ ሲቀባበለው ነበር,neutral,"It was Ufaf, and the song the song that the song listed"
am_train_04493,;;በሠሞኑ የአማራ ክልል ሠለፍ የታየው ሥረአት ያለ የክልሉ ወጣት መፈጠሩን -እንኮን የአገር ሀብትና ህይወት እያጠፉ ሰልፍ ሊያደርጉ ፤  አበባ ሣይረግጡ ፣ቅጠል ሣይበጥሱ መልእክት የ…,neutral,";Blosses of the flower, leafless boxes message ..."
