text,labels,translated
"My mama going to Jacksonville Saturday ,I would go but she want let me ,I'm on ""punishment"".!",negative,"እማዬ ወደ ጃክሰንቪል ቅዳሜ ትሄዳለች, ግን ትፈቅዳለች, እኔ, ""ቅጣት"" ላይ ነኝ!"
"@IanWright0 really really good Ian, Skyfall tonight, Jack White Tomorrow &amp; Man U away Saturday, can't be bad. How are you?",positive,"@ Ianworight0 በእውነቱ ጥሩ ኢየን, የእድስተኛ ምሽት, የሰማይ እና ዌክ ነገ ዌክ ነገ እና amp;ቅዳሜ, ቅዳሜ, መጥፎ ሊሆን አይችልም.እንዴት ነህ?"
Big day tomorrow! All sandy is gonna do is give us a half as BJ! EASTBOUND on stage at BIG FISH SHTICK 2:30pm. Then ZOMBIE BAR CRAWL!,positive,"ነገ ትልቅ ቀን!ሁሉም አሸዋማ እሽቅድምድም እንደ ቢጄ ግማሽ ነው!ወደ መድረክ በመድረክ ላይ, በትልቁ ዓው ላይ 2:30 PM.ከዚያ ዞምቢ አሞሌ ውድድር!"
@PartyMiami247: THE DONKEY SHOW OPENING TOMORROW at the ADRIENNE ARSHT CENTER @ArshtCenter GET YOUR TICKETS TODAY http://t.co/TztF8riS,neutral,@ ፓርቲዎች Make247: - አህያው በዳውኒ የአርሴት ማእከል @ratshtcentery ዛሬ ቲኬቶችዎን ያገኙታል
@ATLHustlerClub so stoked! i'm going to the irving plaza NYC show on november 18th c:,positive,@Atlhustrnclub ስለዚህ ተጭኗል!እ.ኤ.አ. ኖ November ምበር 18 ቀን ወደ አይ ቪዛ ፕላዛ ኔክ እሄዳለሁ
TONITE IT GOES DOWN!!! STREET FM on 90.1FM in NY Broadcasting worldwide at www.wusb.fm OR watch inside the studio at www.justin.tv/streetfm,positive,ቶኒየም ወረደ !!!በዓለም ዙሪያ በ 90.1.
"JBid sounded a bit like James Murphy last night ""I was there ..."" (""when Ronald Reagan ...""/""at the 1st Can show"") http://t.co/WPDJu9gq",neutral,ጄቢድ እንደ ጄምስ ሙቅሪ እንደ ጄምስ ሙቅሪ ይመስል ነበር.
"*Blue Moon Community Garden, alive and kicking in the Tucson, AZ sun! http://t.co/Yc7ZPzyM",positive,"* ሰማያዊ የጨረቃ ማህበረሰብ የአትክልት ስፍራ, በህይወት እና በቱክሰን, AZ ፀሐይ!http://t.co/yc7zyzym"
good eats on deck 2day. Volare 4 lunch. Maya del Sol 4 dinner. i was smart 2 wear black. i may look like i'm w/ child by the end of the day,positive,ጥሩ መብቶች በዴስክ 2 ቀናት ላይምሳ 4 ምሳ.Maya ዴል 1 እራት.ጥቁር 2 ጥቁር ነበርኩ.በቀኑ መጨረሻ እኔ እንደ እኔ እንደ እኔ እመስላለሁ
Polar Dust is hitting Black Dahlia in Boksburg on the 10th of November. Click here for event details: http://t.co/9de40jL4,neutral,የዋልታ አቧራ በኖ November ምበር 10 ቀን ቦክበርግ ውስጥ ጥቁር ዳህሊያ ውስጥ ጥቁር ዳህሊያ ይመታል.ለዝግጅት ዝርዝሮች እዚህ ጠቅ ያድርጉ http://t.co/9de40jl4
South Korea is the 7th country that have the most beautiful womans AGREED.,positive,ደቡብ ኮሪያ በጣም ቆንጆው ሴቶች የተስማሙበት 7 ኛ ሀገር ናት.
Curtis Painter was asked in interviews today if as the lead singer of Nirvana was getting the band back together.,neutral,ኒርቫና መሪ ዘፋኝ አንድ ላይ እንደነበረች ዛሬ የ Curnis conity በቃለ ምልልሶች ውስጥ ተጠይቆ ነበር.
"Tomorrow our opportunity to love continues @ the Boys &amp; Girls Club (123 Jefferson).  Meet us there at 10am, w/ boots and gloves if possible.",positive,"ነገ ለመወጣት እድላችን ይቀጥላል @ ወንዶች እና AMP.የሴቶች ክበብ (123 ጄፈርሰን).ከተቻለ በጠዋቱ 10 ሰዓት, ወ / ቦት ጫማዎች እና ጓንትዎች ውስጥ እዚያ ያግኙን."
Cannot wait to smash dinner tonight and eat my feelings...and then box all of it off tomorrow Muhammad Ali style.,positive,ዛሬ ማታ እራት እስራት መጠበቅ እና ስሜቴን መብላት መጠበቅ አልችልም ... እና ከዚያ በኋላ ሁሉንም በሳጥን ላይ በሳጥን ውስጥ ሳጥኑ በሳጥን ውስጥ ሳጥኑ በሳጥን ውስጥ ሳጥኑ.
Jordan Rhodes was NOT jeered last night like this bellend in the sun is reporting!!!,negative,ዮርዳኖስ ሮድ በፀሐይ ውስጥ እንደዚህ ያለች ዋሻ ውስጥ እንደዚህ ያለች ውድቀት አልዘገየም !!!
TWIST SHOULD TOUR W. JB CAUSE THEY BOTH SICKKK ! HOW BOUT CHUCKEE THO ? (#TwistShouldTourWithJB live at http://ustre.am/2HH8),negative,መንትዮች ሊጎበኙት ይገባልእንዴት ክስቸር?(#Wwishrusswhoururewith jwptock በ http:/stserr.am.am/fhth8)
"RT @TomCrowe: Why doesn't Obama just sign an executive order that declares the U.S. has AAA rating? I mean, c'mon?",neutral,RT @omcrichwew: ኦባማ U.S ን የሚያስተዋውቅ የስራ አስፈፃሚ ትዕዛዝ ብቻ አይፈርሙም?ማለቴ ካሞን?
"@dalykobos  Happy Birthday sweetheart. May all your days be special, just like you. Love, Grammy",positive,"@dalyalyokobobos መልካም የልደት ቀን ጣፋጭ ልደት.ልክ እንደ እርስዎ ሁሉ ቀናትዎ ልዩ ይሁኑ.ፍቅር, ግራሚየም"
@MehDusta I MISS YOU AND I BETTER GET A JUGE KISS AND HUG TOMORROW NIGHT (because you WILL BE at joe's :)),positive,@MhDdusta ናፍቄሻለሁ እናም ነገ መሳም እና ነገ ምሽት እቅፍ አድርጌያለሁ (ምክንያቱም በጆ jo are ትሆናለህ)
Roma enjoying a run in the sun http://t.co/mI6hCu86,positive,ሮማዎች በፀሐይ ውስጥ ሲዝናኑ http://t.co/mio/mibu6hco86
"@rosegeorgiax Number, address, cat's name and a date this Thursday. No fucking about! Just call me Tomb Raider....",neutral,"@rosegergiarex ቁጥር, አድራሻ, ድመት ስም እና አንድ ቀን ይህ ሐሙስ.ምንም አጣጥፎ የለም!በቃ የመቃብር ዘረኛ ደውልልኝ ...."
Who going to Club Bodi tomorrow,neutral,ነገ ወደ ክበብ ቦዲዲ የሚሄደው
@ScottPorter I LOVED the episode!!! Can;t wait until Hart of Dixie returns November 13th!!,positive,@Scottorcer የምሁድን ክፍል እወዳለሁ !!!እ.ኤ.አ. ኖት 13 ቀን እስከ ዎል ድረስ እስኪመለስ ድረስ መጠበቅ ይችላል.
My suicide note would be the picture of Mark Martin that I kept in my wallet in 7th grade.,negative,እኔ የማግባት ማስታወሻዬ በ 7 ኛ ክፍል በኪስ ቦርሳዬ ውስጥ የያዝኩትን የማርቆስ ማርቲን ስዕል ነው.
"@isawn_furlan The pretty reckless, my chemical romance, a day to remember, 30 seconds to mars, hey monday,  evanescence, mcfly etc ..",neutral,"@issawn_furlann, ኬሚካዊ ፍቅሬ, የማስታወስ ችሎታ, 30 ሰከንዶች ወደ ማርስ 30 ሰከንዶች, ሄይ, ኢቫንስ, MCFIL .."
FRIDAY NIGHT LIGHTS!!! Here in Brownsville the match between Hanna Eagels and Rivera Raiders.,positive,አርብ ማታ መብራቶች !!!እዚህ ቡናማ በሃና አግባቦች እና በሬየር ራይርስ መካከል ያለው ግጥሚያ.
End of 2nd 3-2 Predators ... Preds will be short handed to start the 3rd.,neutral,የ 2 ኛ 3-2 አሞሌዎች መጨረሻ ... አስቀድሞ የተያዙት 3 ኛ ደረጃን ለመጀመር አጭር ነው.
Super bummed to find out that WPPI is the same time as our kids' spring break. Why is it in March this time?! @RFWPPI #fb,neutral,የ WPPI የልጆቻችን የፀደይ ዕረፍት ሆኖ በተመሳሳይ ጊዜ በተመሳሳይ ጊዜ መሆኑን ለማወቅ እጅግ በጣም የተበላሸ ነው.በዚህ ጊዜ ለምን ነው?@Rfwppi #fb
"Bring the Whole Family for a Weekend of Sun, Fun & Healthy Living at Florida ...: Taking place at Jungle Island,... http://t.co/pDk07lsJ",positive,"በፍሎሪዳ ውስጥ ለፀሐይ እሁድ ቅዳሜና እሁድ ቅዳሜና እሁድ እሁድ እሁድ እሁድ እሁድ እረፍት ለማድረግ, በጫካ ደሴት ውስጥ"
It's Conference Championship Weekend at NCS!! Come out tomorrow to cheer our Raiders on to Victory in the VIC and... http://t.co/UqqFjVda,neutral,በ NCS ላይ ቅዳሜና እሁድ የጀማሪ ሻምፒዮንነት ነው !!በቫን ውስጥ ድል ለማድረግ እና ... http://t.co/uqqfffvda
@MarkUkLeaf I just had a look and it seems Nash to Davos is a done deal along with Joe Thornton. I may have to pay a visit...,neutral,@Markcule እኔ በቃ ማየት ብቻ ነበረች እና ወደ ዶ vo ቶች ናሽክ ተከናውኗል ከዩ ቶርስተን ጋር ተደረገ.ጉብኝት መክፈል አለብኝ ...
http://t.co/dDManpTd: Check Out the Box Art for Tomb Raider: What do we think? The new Tomb Raider is out March 5... http://t.co/62gKkQrH,neutral,http://t.co/ddmantDd: የመቃብር ዘረኛ የጥበብ ጥበብን ይመልከቱ-ምን እናስባለን?አዲሱ የመቃብር ራዲያት ማርች 5 ነው ... http://t.co/62gkkqrh
"Paid In Full, Juice, the Friday movies and ATL are classics.",neutral,የተከፈለው አርብ ፊልሞች እና etel ክሊኒክ ናቸው.
Thanks! @BSU_StdtAff: Join Dean @PaulaKrebs on Tues 10/16 from 4-5:30 in  BDR for the Dean's Q-Tea in honor of Nat'l Coming Out Day #bsulife,positive,አመሰግናለሁ!@Bsu_stddaff: በ 10/16 ላይ Dean @Pulyskrefs ን ይቀላቀሉ ከ4-5/16 ከ4-5: 30 ከ4-5: 30 ከ4-5 30 ከ6-5: 30 ቀን ወደ ውጭው ቀን #fsuluss
Awesome show today with Jimmy Bryson. Tomorrow though we have Trent Anderson and Rhonda Rousey also more REO tickets to giveaway. #listenup,positive,ዛሬ ከጂሚ ብሩሰን ጋር ዛሬ ግሩም ትዕይንት.ነገ ምንም እንኳን ትቶን እና የሮጋንዳ ሮዝሎጂስት ደግሞ የበለጠ የ ROO ቲኬቶች የመግባት ትኬቶች.#አዳምጡ
"Just got tickets to see Muse in Florida. That, combined with the Grammys two weeks prior, equals a really busy February for Ruby and myself.",neutral,"ፍሎሪዳ ውስጥ ሙዚኬቶችን ለማየት ትኬቶችን አግኝተዋል.ያ, ከሁለት ሳምንት በፊት ከአማሚሜቶች ጋር የተጣመረ, ከየካሚ እና ለራሴ በጣም ሥራ የተጠመደ ነው."
"If you still don't want to listen, wait until Monday on iTunes at 5pm (GMT) you can listen all of the TMH songs.",neutral,አሁንም ለማዳመጥ የማይፈልጉ ከሆነ እስከ ሰኞ ድረስ እስከ ምሽቶች ድረስ እስከ ሰኞ ድረስ ይጠብቁ (GMT) ሁሉንም የ timh ዘፈኖች ሊያዳምጡ ይችላሉ.
"What if the world could vote on Nov 6? France leads the Obama camp, including Britain, Peru, Turkey, India among others http://t.co/kRSHL37r",neutral,"ዓለም NOV 6 ላይ ድምጽ ቢሰጥስ?ፈረንሣይ ኦህቴን, ፔሩ, ቱርክ, ህንድ ከሌሎች መካከል htpt.co.co/krshl37r"
@ZarifMiah I may have spent 5 minutes watching the poo traverse my sewers as my SimCity flushed its loos...,neutral,@Zarifmia Mys sto stys ን ሲለብስ የእኔን የፍሳሽ ማስወገጃዎቼን በመመልከት 5 ደቂቃዎችን በመመልከት ላይ ነበር.
"Britain may be in for a new bout of flooding in the coming months, the Environment Agency warns, as 6 Oxon waterways remain on flood alert.",neutral,"ብሪታንያ በመጪዎቹ ወራት ውስጥ አዲስ የጎርፍ መጥለቅለቅ ውስጥ ሊሆን ይችላል, የአካባቢው ኤጀንሲ የአካባቢ ኤጀንሲ በጎርፍ በሚጠጡበት ጊዜ 6 የኦክስሰን የውሃ መንገዶች እንደቆዩ ያስጠነቅቃል."
"COME TO THE CLUB MONDAY NIGHT! Hope to see you there! OPEN MIC NIGHT 6:30 - 9 PM at IGUANA located at 240 W 54 St, NYC http://t.co/TXqjxfqH",positive,"ሰኞ ወደ ክለቡ ይሂዱ!እዚያ ለማየት ተስፋ አደርጋለሁ!ክፈት ማይክ ሌሊት 6:30 - 9 PM በ 240 ዋ, NY.co/txcqu.duckfque ይገኛል"
"Get ur excuses in early lol""@MCRisBLUE: Cant see us beating West Ham on sat not now that Howard Webb is on loan to the hammers for the game""",negative,ቀደም ሲል @ _mcrisblue ውስጥ የዩ.አር.ኤል.
Got nothing going on friday night? Good cause now you do! Come on down Black Forest in Eugene. If 100 people show... http://t.co/aE4Epm78,positive,አርብ ምሽት ላይ ምንም ነገር አላገኝም?አሁን ጥሩ ምክንያት እርስዎ ነዎት!በዩጂን ውስጥ ጥቁር ደን ላይ ወደ ታች ወረደ.100 ሰዎች ካሳዩ ... http://t.co/ae4PELL78
good old trade union rep father is going to ring up from italy tonight to coach me in what to say/do tomorrow at work :),positive,ጥሩ የድሮ ንግድ ማኅበር አሠራር ዛሬ ማታ ለማለት / ለመናገር / ለማሰራጨት ከጣሊያን ጋር ወደ አሰልጣኝ ይመለሳል :)
@GeorgiaSings Have a Great Tour Georgia! So sad that you won't be in Youngstown for a 2nd year in a row &amp; I won't get to see you guys :(,negative,"@Gorgordiess ጥሩ ጉብኝት ጆርጂያ አላቸው!በ 2 ኛ ዓመት በተከታታይ እና በአመንጨት ውስጥ ለ 2 ኛ ዓመት ወጣትነት ውስጥ እንደማይሆኑ,እናንተ ሰዎችን ማየት አልቻልኩም :("
Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in NY with their game against the Steelers on Sunday,neutral,Eli ሊ ማኒንግ ግዙፎቹ እሁድ እለት በተራሮች ላይ ባሉት እሁድ ላይ በጨዋታዎቻቸው ላይ ባሉት በአሸዋማዎች ላይ ያሉትን ሰዎች መናፍስት ሊያደርጋቸው ከሚችል ጋር ነው
Are you guys as ready as I am for RIRI 7th album .... Come on NOVEMBER 19 :) #rihannanavy @rihanna rihan http://t.co/h33yFESe,positive,ዎሪ 7 ኛ ዎልም እንደሆንኩ ዝግጁ ነዎት .... እ.ኤ.አ. ኖ November ምበር 19 ቀን ይምጡ.
@asht0nizzle @susan_leperaxo Tomm and Sunday most likely. Not sure when I'm going back. No power in NJ,negative,@ Asht0nizzzo_lea_lepaxo ToM እና እሑድ.መቼ እንደመለስኩ እርግጠኛ አይደለሁም.በ NJ ውስጥ ኃይል የለም
"With all Benson's attention, Frankie feels like a forgotten stepchild. Lets 'founding father' him so he know we will never forget 2nd place.",negative,ከሁሉም የቤንሰን ትኩረት ጋር ፍራንክ እንደረረሰ የእንጀራ ልጅ ስሜት ይሰማታል.2 ኛ ቦታ ፈጽሞ እንደምንረሳው አብራችሁ አባት 'እንዲያገኝ' ያስችለናል.
@ChadLindberg dude you definitely need to get a part in True Blood. We had pole dancers again this year at the uk convention party tonight,positive,@Chadlindgg እርስዎ በእርግጠኝነት በእውነተኛ ደም ውስጥ ድርሻ ማግኘት ያስፈልግዎታል.በዚህ ዓመት እንደገና ዳንኪኖች በእንግሊዝ የአውራጃ ስብሰባ ፓርቲ ውስጥ
"@GuildWars2 C'mon guys fix this please, i dont want this to end up how Diablo III did.......        :.(",negative,"@ Guildars2 C'ENO ወንዶች ይህንን ያስተካክላሉ, ይህ የስኳር በሽታ እንዴት hibo III ን እንዲያጠናቅቅ አልፈልግም ........"
This nigga Dwight Howard has end of the game stats in the 3rd quarter,neutral,ይህ የኒጋች ድልድይ ሃዋርድ በ 3 ኛው ሩብ ውስጥ የጨዋታ ስታቲስቲክስን ያጠናቅቃል
Omg Journey 2: the mysterious island is on DVD Monday! I love that film!,positive,Omg ጉዞ 2: ምስጢራዊ ደሴት ሰኞ ሰኞ ላይ ነው!ያንን ፊልም እወዳለሁ!
": Eff Folgers! The best part of waking up, is this crazy-awesome lemonade that my dad makes, in your cup. #DELICIOUS!",positive,": Eff frygerers!ከእንቅልፍህ የተሻለው ክፍል, አባቴ, አባቴ, በአባታችሁ ውስጥ.#EREARERER!"
Taiwan court extends ex-leader's jail term - TAIPEI: Taiwan's high court said Friday it has extended ex-leader Chen ... http://t.co/FUADCEfb,neutral,የታይዋን ፍርድ ቤት የቀድሞ መሪ እስር ቤት ያራዝማል - ታይዋን ከፍተኛ ፍርድ ቤት አርብ አርብ አርብ አርብ አርብ ረዘም ያለ የቀድሞ መሪ ቼዲ አለው http://t.co/fuadcefbbb
want to see lana del rey in london so much in may!,positive,በሊንደን ውስጥ ላና ዴ ኤን ዴይ ጩኸት ማየት ይፈልጋሉ!
Ravens play eagles on the 11th at 730! #GETPUMPED,positive,ቁራዎች በ 7 ኛው ቀን 730 ላይ ይጫወታሉ!# ተተክቷል
@DavidArchie Josh Bradley turns 23 tommorrow!! July 15.  Hope all is well with You!! Enjoying your music. Have some Halo-Halo!,positive,@Dawoduckiorie ጆሹ ጆይዲስ 23 ቶማሞሞን ተመለሰ !!ጁላይ 15. ሁሉም ነገር ከእርስዎ ጋር ጥሩ ነው !!ሙዚቃዎን በመደሰት.አንዳንድ ሃሎ ሃሎ አለዎት!
RT @ganpy: RT+1@eveningdrizzles: This needs an awareness http://beta.thehindu.com/sci-tech/energy-and-environment/article33320.ece,neutral,Ror @geopy: rt + 1 @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @
@giruaro silly string / silly season. love an owl story. fancy watching the football in Bethnal Green on Sunday..?,positive,@giradoo ሞኛ ሕብረቁምፊ / ሞኛ ወቅት.የጉጉት ታሪክ ፍቅር.እሑድ በሆነው አረንጓዴ አረንጓዴው ውስጥ የእግር ኳስ መመለሻ
Won the 400 and the 200 and came 2nd in the 800 at Tayside and fife championships!,positive,400 እና 200 ዶላር አሸንፈዋል እና በ 800 በ 800 በ 800 ውስጥ 2 ኛ ሲሆን በ 800 እና በአጥንት ሻምፒዮናዎች ውስጥ ነበር!
The brilliant Drew Westen offers a great critique of the Obama presidency: http://t.co/DOBUyVU,positive,ብሩህ የ <Westery> Westese የአዮማ ዲስትሪሴላዊ ትችት ትልቅ ትችት ይሰጣል: - http://t.co/do/dogyvu
"@TheFPShow FPS Russia penis reservations, he's already doing 5 chicks today maybe we can fit you in tomorrow ?",neutral,"@Thefpshowow FPS ሩሲያ ቧንቧ ቦታዎች, እሱ አሁንም 5 ጫጩቶችን እያከናወነ ይገኛል ምናልባት ነገ ውስጥ ልንገጥምህ እንችላለን?"
I am happy to be single but I would love to receive a valentines card on the 14th. It has to be from someone amazing- @justinbieber for eg!,positive,ነጠላ በመሆኔ ደስተኛ ነኝ ግን በ 14 ኛው የቫለንታይን ካርድ መቀበል እፈልጋለሁ.እሱ ከሚያስደንቁ አስገራሚ- @justinbiebiere መሆን አለበት!
Anyone out there know how I can go along to the Rugby Expo at Twickers on Nov 14th? #takemeimyours,neutral,እዚያም የሚወጣው ሰው በኖቪ 14 ኛው ቀን ላይ ወደ ሩግቢ ኤፕፖዎች እንዴት መሄድ እንደምችል ያውቃል?# ነክዮይዮይዮይዮይዮይይይይይይድ
@colinmochrie Congrats to Lloyd Robertson on the Gordon Sinclair Award tonight at the Geminis. Last broadcast on CTV Nat'l News is Thursday.,positive,@Colemocharie ወደ ሎደደን roscatsson ውስጥ ዛሬ ማታ በጊሚኒስ ጎርደን ሲንሲላ ውስጥ ሽልማት አገኘ.ለመጨረሻ ጊዜ ስርጭት በ CTV ና ኤል ኤል ዜና ሐሙስ ነው.
"@NJHoranHugs Haha, I hardly knew about them and one day I was at her house and she sat me down and made me watch the Brit Awards with her :)",positive,@Njuhanshugs ስለእነሱ አውቃቸዋለሁ እናም አንድ ቀን ቤቷ ውስጥ ነበርኩ እና እሷም በቤቷ ተቀመጠች እና እሷን ተቀመጠች እና ለእሷ ውድድሩን እንድመለከት አደረገኝ :)
"Express Front Line with Kamran Shahid ""International Day of #Women"" 05 March 2012 #Pakistan #MQM #WomenPK",neutral,"የፊት መስመርን ከ Kamran shhahid ""ጋር"" የ #Wonnds ""05 ማርች 2012 #pakistan #MQM #WEREPK"
@ellertonzahra fashion tip for everyone at the Derby tomorrow http://t.co/TDJVdm4d,neutral,@elletronzaraha pash pass pathious Pltion Plts http://t.co/tdjvdm4d
Finna hit the Grammys tomorrow then ima finna go thug it with @HoneyLKCocaine live in my stomping grounds in the IE! #GrittyGrindN,neutral,ፊንና ነገ ያሉትን የጆሮአዎች ምሰሶዎች ይምቱ ኢማ ፊንና በ IEP ውስጥ በቆሸሸ የእኔ ግሬቴ ውስጥ በ @hoynolkcociane ውስጥ ይኖሩታል!#Grightgrindn
Can't wait for the Knicks to beat the Heat tomorrow,positive,ነገ ሙቀቱን ለመምታት መቆጠብ አልተቻለም
Looking forward to Celebrity Juice tonight.,positive,ዛሬ ማታ የታዋቂ ሰው ጭማቂ በጉጉት እጠብቃለሁ.
"@revmagdalen well since the GOP and DNC are the same...you're out of luck. Both support NDAA, SOPA, Endless war, drones of the US,no 4th am.",negative,"@revmagdelne በደንብ ጎጆው እና ዲኒ ተመሳሳይ ናቸው ... ዕድል አልዎት.ናዳ, ሶጋ, ማለቂያ የሌለው የጦርነትን, የአሜሪካን, 4 ኛ እጀታዎችን ሁለቱንም ድጋፍ ያደርጋሉ."
"Huntzinger struggles in the 5th, gives up first 2 BBs of outing, strands both runners w/ fly out by #9 hitter, Sanchez. #SeaDogs down 1-0",neutral,"እ.ኤ.አ. በ 5 ኛው ውስጥ የሃንግዝዘር ትግሎች የመጀመሪያውን 2 ቦብሎች ይሰጣሉ, ያካሂዳል, ሯጮች በ # 9 ቱኬዝ, ሳንኬዝ ውስጥ ይወርዳሉ.# ሴፕቶግዎች ወደ ታች 1-0"
I wish I was in Bolton tonight :(,negative,በቦልቶን ውስጥ እመኛለሁ
We're thinking of running on the Australia Day weekend in January.  Is this a good or bad idea?,neutral,በጥር ወር ቅዳሜና እሁድ ላይ ስለ መሮጥ እያሰብን ነው.ይህ ጥሩ ወይም መጥፎ ሀሳብ ነው?
@Tiffany_Evonne o ok they got me off today wed &amp;friday but ima talk to Zachary to see if I can work split shifts the rest of the week,positive,"@Tififany_evonne @ ዛሬ አገኙት ዛሬ እራት እና አጥንቶች አጡኝ, አርአ ግን ከሳምንቱ ውስጥ መሰልቀሩን የሚያንቀሳቅሱ ነገሮችን የሚቀራረፉትን ለማየት ከዛዎች ጋር ይነጋገሩ"
I was legitimately more impressed and intimidated by The Devil Inside than with PA4. Might not see the 5th one at all.,negative,እኔ በሕጋዊ መንገድ በጣም የተደነቀቅ እና ከፓ ዲያቢሎስ ይልቅ ከፓ ዲያቢሎስ ጋር ተደንቄ ነበር.5 ኛ የሆነውን በጭራሽ ላይታይ ይችላል.
Old school Green Day and Sum 41 playing at work. I just might make it through the night,neutral,የድሮ ትምህርት ቤት አረንጓዴ ቀን እና ድምር ሥራ ላይ መጫወት.እኔ በሌሊት ውስጥ ማድረግ እችላለሁ
I wionder if HISD has school tomorrow.. I want to visit my elementary school :3,neutral,ነገ ትምህርት ቤት ያለው ትምህርት ቤት ቢኖረው እጠይቃለሁ .. የአንደኛ ደረጃ ትምህርት ቤቴን መጎብኘት እፈልጋለሁ 3
CJ AND KRECKMAN WEDNESDAY: The guys are at Stoney's getting ready for the Nuggets season opener. Altitude's Chris... http://t.co/99YMGeIu,neutral,ሲጄ እና ክሬክማን ረቡዕ: - ሰዎቹ ለእናቶች ሰሞን ስርአት ዝግጁ ናቸው.የታሸገች ክሪስ ... http://t.c.co/99YMUU
@vickiwright Being Human. Is that the 23rd? If it is I am free for a London trip...if I'm welcome as a guest. I'll bring cream eggs haha,positive,@vickiwow ሰው መሆን.23 ኛው ነው?እኔ ለለንደን ጉዞ ነፃ ነኝ ... እንደ እንግዳ ከሆንክ.እቅፍ እቅፍ እመጣለሁ
"For 3 hours once a year, @Britttttney_O shares a birthday with @rockyR5  because its the 2nd in michigan but still the 1st in california! :D",positive,በዓመት ከ 3 ሰዓታት በኋላ @brittttty_o ን ይጋራል ምክንያቱም በ 2 ኛው ሰው ሚሺገን ውስጥ ያለው ነገር ግን አሁንም በካሊፎርኒያ ውስጥ 1 ኛ ነው!: መ
"@GaltsGirl Well....that should be addressed to #p2 since they may understand Dr. Seuss....emphasis on the term ""may"" :)",positive,@Galtsgirl በጥሩ .... ይህ ዶክተር ሴቶችን ሊረዱ ስለሚችሉ ለ # P2 መነጋገር አለበት ....
Might do my sport work on the train tomorrow CBB right now,neutral,ስፖርታዊ ሥራዬን በባቡሩ ላይ ካባው ላይ አሁን ሲቢብ ማድረግ ይችላል
"[FAN-ACC] 120921 Incheon Airport: While waiting to board the plane, Dongwoo sat on top of Woohyun's leg !! xD ~ (cr: weibo)",neutral,[አድናቂዎች] 120921 አውሮፕላን ማረፊያ በአውሮፕላኑ ውስጥ ለመጫን እየጠበቁ ሳሉ ዶንግ woo በ Wooshun እግሩ ላይ ተቀመጠ !!XD ~ (CR: WOBO)
@Amanda_Holden how sad are you that Downton Abbey ends Sunday? :(x,negative,@AADADA_ALONEANSON ምን ያህል ያሳዝናል እርስዎ እሁድ እሁድ ያበቃል?: (x
"RT @Jim_Alexander: For those just tuning in, #Chargers have linked those two games as pkg. To see Aaron Rodgers Nov 6, you gotta buy tix ...",neutral,"RT @jim_ellexand: ለማስገባት, ለመገናኘት, ለቁጥር ቡድን እንደ PKG እነዚህን ሁለት ጨዋታዎች አገናኝተዋል.አሮን ሮድስ 6 ን ለማየት, ትሮፒን ይግዙ ..."
@itzdvdest2009 I saw you at church Sunday with tohse David Ruffin glasses on fly :),positive,@ tozdvdester2009 በቤተክርስቲያን እሑድ እሁድ እሁድ በሆድ ዴቪድ ፉሪይን መነፅር በመብረር ላይ አየሁ :)
listening to Springsteen's Nebraska album while driving through... well you can guess. @willknoxmusic's wishes. playing Lincoln tonight! 6PM,neutral,በሚነዱበት ጊዜ የ Spryscts ኔቢራስካ አልበም ማዳመጥ ... ደህና ሊሆኑ ይችላሉ.@ Weknoxmusic ምኞቶች.ሊንከን ዛሬ ማታ ይጫወቱ!6 ፒኤም
"Love me some Aaliyah, may she rest in peace.",positive,"አንዳንድ አሊያን ይወዱኝ, በሰላም ታርፋለች."
"Oh god, just realised I'm chain-smoking in Mother's party wig and pretending I'm PJ Harvey. Gonna get disemboweled in the morning for stinky",neutral,"ኦህ እግዚአብሔር, በእናቴ ፓርቲ ውስጥ እሴትን ማጨስ እና ፕ j pary ን በማስመሰል እኔ ሰንሰለት-ማጨስ እንዳደርግ ተገነዘበች.ማደንዘዣው ጠዋት ወደ ስቲን"
Nice day in Tucson again. http://t.co/MbdI6IBq,positive,መልካም ቀን በቱክሰን እንደገና.http://t.co/bbdi600
Huge thanks to those of you who came out to my photography workshops today at Terra Nova!,positive,እኔ በአንተ ውስጥ ላሉት የፎቶግራፍ ፎቶግራፍ አውራ ቧንቧዎች ዛሬ ወደ ቴራ ኖቫ ከወጣሁ ሰዎች ጋር በጣም አመሰግናለሁ!
So many gr8t things 2 do n Detroit! Get up & get at it! Sun gonna shine bright! Yur presence makes da day brighter! What's up n yur city?,positive,ብዙ የሪግስ 3 ትሬቶች 2 DECROIT!ተነሱ እና ያግኙት!ፀሀይ ፀሀይ ብሩህ!Yur athy ቀን የበለጠ ብሩህ ያደርገዋል!ምን ነው n yur ከተማ?
@thecivilwars Just another reminder of my request for you guys to sing kingdom come on Thursday... And Safe and Sound ;),positive,"@Thecivilwars ወደ መንግሥት ዘፈን እንድትዘምሩ ሰዎች ላሳየኋችሁ ጊዜ ሌላ ማስታወሻዎች ሐሙስ ... እና ደህንነቱ የተጠበቀ እና ድምጽ,"
Xherdan Shaqiri may replace Frank Ribery in the starting lineup vs Bayer Leverkusen tomorrow.,neutral,Xerddan shaqiri vs byder vs byder Leverkuse ነገ በመጀመር ላይ ፍራንክ ሪቤርን ሊተካ ይችላል.
